"parth_main_fixed_run","parth_sub_fixed_run","neutral_main_fixed_run","neutral_sub_fixed_run","no_max_sub_run","interact_run"
NA,16,NA,17,NA,16
NA,21,NA,18,NA,21
NA,22,NA,23,NA,22
NA,27,NA,56,NA,27
NA,42,NA,73,NA,42
NA,43,NA,87,NA,58
NA,58,NA,93,NA,NA
NA,66,NA,NA,NA,NA
NA,70,NA,NA,NA,NA
NA,83,NA,NA,NA,NA
