"parth_main_fixed_run","parth_sub_fixed_run","neutral_main_fixed_run","neutral_sub_fixed_run","no_max_sub_run","interact_run"
NA,19,NA,1,NA,37
NA,30,NA,4,NA,50
NA,36,NA,22,NA,54
NA,37,NA,42,NA,73
NA,40,NA,63,NA,83
NA,50,NA,87,NA,84
NA,54,NA,92,NA,NA
NA,73,NA,NA,NA,NA
NA,83,NA,NA,NA,NA
NA,84,NA,NA,NA,NA
