"parth_main_fixed_run","parth_sub_fixed_run","neutral_main_fixed_run","neutral_sub_fixed_run","no_max_sub_run","interact_run"
NA,4,NA,8,NA,18
NA,9,NA,34,NA,23
NA,18,NA,69,NA,34
NA,23,NA,NA,NA,46
NA,34,NA,NA,NA,55
NA,46,NA,NA,NA,78
NA,55,NA,NA,NA,79
NA,78,NA,NA,NA,92
NA,79,NA,NA,NA,NA
NA,92,NA,NA,NA,NA
