popsize, maxsubsize, migration, mutation, rec1, rec2, numinds, numindssub, maxrepro, overdom, numgens, parthreduction, parthpenalty, boo
5000 100 50000 100000000 0.5 0.5 1 2 300 0 1000 0.01 0.006666666666666667 323
5000 100 50000 100000000 0.5 0.5 1 2 300 0 1000 0.01 0.03 324
5000 100 50000 100000000 0.5 0.5 1 2 300 0 1000 0.01 0.04 325
5000 100 50000 100000000 0.5 0.5 2 1 300 0 1000 0.01 0 326
5000 100 50000 100000000 0.5 0.5 2 1 300 0 1000 0.01 0.0033333333333333335 327
5000 100 50000 100000000 0.5 0.5 2 1 300 0 1000 0.01 0.006666666666666667 328
5000 100 50000 100000000 0.5 0.5 2 1 300 0 1000 0.01 0.03 329
5000 100 50000 100000000 0.5 0.5 2 1 300 0 1000 0.01 0.04 330
5000 100 50000 100000000 0.5 0.5 2 2 300 0 1000 0.01 0 331
5000 100 50000 100000000 0.5 0.5 2 2 300 0 1000 0.01 0.0033333333333333335 332
5000 100 50000 100000000 0.5 0.5 2 2 300 0 1000 0.01 0.006666666666666667 333
5000 100 50000 100000000 0.5 0.5 2 2 300 0 1000 0.01 0.03 334
5000 100 50000 100000000 0.5 0.5 2 2 300 0 1000 0.01 0.04 335
5000 100 50000 100000000 0.5 0.5 1 10 300 0 1000 0.01 0 336
5000 100 50000 100000000 0.5 0.5 1 10 300 0 1000 0.01 0.0033333333333333335 337
5000 100 50000 100000000 0.5 0.5 1 10 300 0 1000 0.01 0.006666666666666667 338
5000 100 50000 100000000 0.5 0.5 1 10 300 0 1000 0.01 0.03 339
5000 100 50000 100000000 0.5 0.5 1 10 300 0 1000 0.01 0.04 340
5000 100 50000 100000000 0.5 0.5 10 1 300 0 1000 0.01 0 341
5000 100 50000 100000000 0.5 0.5 10 1 300 0 1000 0.01 0.0033333333333333335 342
5000 100 50000 100000000 0.5 0.5 10 1 300 0 1000 0.01 0.006666666666666667 343
5000 100 50000 100000000 0.5 0.5 10 1 300 0 1000 0.01 0.03 344
5000 100 50000 100000000 0.5 0.5 10 1 300 0 1000 0.01 0.04 345
5000 100 50000 100000000 0.5 0.5 12 6 300 0 1000 0.01 0 346
5000 100 50000 100000000 0.5 0.5 12 6 300 0 1000 0.01 0.0033333333333333335 347
5000 100 50000 100000000 0.5 0.5 12 6 300 0 1000 0.01 0.006666666666666667 348
5000 100 50000 100000000 0.5 0.5 12 6 300 0 1000 0.01 0.03 349
5000 100 50000 100000000 0.5 0.5 12 6 300 0 1000 0.01 0.04 350
5000 100 50000 100000000 0.5 0.5 24 12 300 0 1000 0.01 0 351
5000 100 50000 100000000 0.5 0.5 24 12 300 0 1000 0.01 0.0033333333333333335 352
5000 100 50000 100000000 0.5 0.5 24 12 300 0 1000 0.01 0.006666666666666667 353
5000 100 50000 100000000 0.5 0.5 24 12 300 0 1000 0.01 0.03 354
5000 100 50000 100000000 0.5 0.5 24 12 300 0 1000 0.01 0.04 355
5000 100 50000 100000000 0.5 0.5 50 25 300 0 1000 0.01 0 356
5000 100 50000 100000000 0.5 0.5 50 25 300 0 1000 0.01 0.0033333333333333335 357
5000 100 50000 100000000 0.5 0.5 50 25 300 0 1000 0.01 0.006666666666666667 358
5000 100 50000 100000000 0.5 0.5 50 25 300 0 1000 0.01 0.03 359
5000 100 50000 100000000 0.5 0.5 50 25 300 0 1000 0.01 0.04 360
5000 25 50000 10000 0.5 0.5 1 1 300 0 1000 0.01 0 361
5000 25 50000 10000 0.5 0.5 1 1 300 0 1000 0.01 0.0033333333333333335 362
5000 25 50000 10000 0.5 0.5 1 1 300 0 1000 0.01 0.006666666666666667 363
5000 25 50000 10000 0.5 0.5 1 1 300 0 1000 0.01 0.03 364
5000 25 50000 10000 0.5 0.5 1 1 300 0 1000 0.01 0.04 365
5000 25 50000 10000 0.5 0.5 1 2 300 0 1000 0.01 0 366
5000 25 50000 10000 0.5 0.5 1 2 300 0 1000 0.01 0.0033333333333333335 367
5000 25 50000 10000 0.5 0.5 1 2 300 0 1000 0.01 0.006666666666666667 368
5000 25 50000 10000 0.5 0.5 1 2 300 0 1000 0.01 0.03 369
5000 25 50000 10000 0.5 0.5 1 2 300 0 1000 0.01 0.04 370
5000 25 50000 10000 0.5 0.5 2 1 300 0 1000 0.01 0 371
5000 25 50000 10000 0.5 0.5 2 1 300 0 1000 0.01 0.0033333333333333335 372
5000 25 50000 10000 0.5 0.5 2 1 300 0 1000 0.01 0.006666666666666667 373
5000 25 50000 10000 0.5 0.5 2 1 300 0 1000 0.01 0.03 374
5000 25 50000 10000 0.5 0.5 2 1 300 0 1000 0.01 0.04 375
5000 25 50000 10000 0.5 0.5 2 2 300 0 1000 0.01 0 376
5000 25 50000 10000 0.5 0.5 2 2 300 0 1000 0.01 0.0033333333333333335 377
5000 25 50000 10000 0.5 0.5 2 2 300 0 1000 0.01 0.006666666666666667 378
5000 25 50000 10000 0.5 0.5 2 2 300 0 1000 0.01 0.03 379
5000 25 50000 10000 0.5 0.5 2 2 300 0 1000 0.01 0.04 380
5000 25 50000 10000 0.5 0.5 1 10 300 0 1000 0.01 0 381
5000 25 50000 10000 0.5 0.5 1 10 300 0 1000 0.01 0.0033333333333333335 382
5000 25 50000 10000 0.5 0.5 1 10 300 0 1000 0.01 0.006666666666666667 383
5000 25 50000 10000 0.5 0.5 1 10 300 0 1000 0.01 0.03 384
5000 25 50000 10000 0.5 0.5 1 10 300 0 1000 0.01 0.04 385
5000 25 50000 10000 0.5 0.5 10 1 300 0 1000 0.01 0 386
5000 25 50000 10000 0.5 0.5 10 1 300 0 1000 0.01 0.0033333333333333335 387
5000 25 50000 10000 0.5 0.5 10 1 300 0 1000 0.01 0.006666666666666667 388
5000 25 50000 10000 0.5 0.5 10 1 300 0 1000 0.01 0.03 389
5000 25 50000 10000 0.5 0.5 10 1 300 0 1000 0.01 0.04 390
5000 25 50000 10000 0.5 0.5 12 6 300 0 1000 0.01 0 391
5000 25 50000 10000 0.5 0.5 12 6 300 0 1000 0.01 0.0033333333333333335 392
5000 25 50000 10000 0.5 0.5 12 6 300 0 1000 0.01 0.006666666666666667 393
5000 25 50000 10000 0.5 0.5 12 6 300 0 1000 0.01 0.03 394
5000 25 50000 10000 0.5 0.5 12 6 300 0 1000 0.01 0.04 395
5000 25 50000 10000 0.5 0.5 24 12 300 0 1000 0.01 0 396
5000 25 50000 10000 0.5 0.5 24 12 300 0 1000 0.01 0.0033333333333333335 397
5000 25 50000 10000 0.5 0.5 24 12 300 0 1000 0.01 0.006666666666666667 398
5000 25 50000 10000 0.5 0.5 24 12 300 0 1000 0.01 0.03 399
5000 25 50000 10000 0.5 0.5 24 12 300 0 1000 0.01 0.04 400
5000 25 50000 10000 0.5 0.5 50 25 300 0 1000 0.01 0 401
5000 25 50000 10000 0.5 0.5 50 25 300 0 1000 0.01 0.0033333333333333335 402
5000 25 50000 10000 0.5 0.5 50 25 300 0 1000 0.01 0.006666666666666667 403
5000 25 50000 10000 0.5 0.5 50 25 300 0 1000 0.01 0.03 404
5000 25 50000 10000 0.5 0.5 50 25 300 0 1000 0.01 0.04 405
5000 25 50000 100000 0.5 0.5 1 1 300 0 1000 0.01 0 406
5000 25 50000 100000 0.5 0.5 1 1 300 0 1000 0.01 0.0033333333333333335 407
5000 25 50000 100000 0.5 0.5 1 1 300 0 1000 0.01 0.006666666666666667 408
5000 25 50000 100000 0.5 0.5 1 1 300 0 1000 0.01 0.03 409
5000 25 50000 100000 0.5 0.5 1 1 300 0 1000 0.01 0.04 410
5000 25 50000 100000 0.5 0.5 1 2 300 0 1000 0.01 0 411
5000 25 50000 100000 0.5 0.5 1 2 300 0 1000 0.01 0.0033333333333333335 412
5000 25 50000 100000 0.5 0.5 1 2 300 0 1000 0.01 0.006666666666666667 413
5000 25 50000 100000 0.5 0.5 1 2 300 0 1000 0.01 0.03 414
5000 25 50000 100000 0.5 0.5 1 2 300 0 1000 0.01 0.04 415
5000 25 50000 100000 0.5 0.5 2 1 300 0 1000 0.01 0 416
5000 25 50000 100000 0.5 0.5 2 1 300 0 1000 0.01 0.0033333333333333335 417
5000 25 50000 100000 0.5 0.5 2 1 300 0 1000 0.01 0.006666666666666667 418
5000 25 50000 100000 0.5 0.5 2 1 300 0 1000 0.01 0.03 419
5000 25 50000 100000 0.5 0.5 2 1 300 0 1000 0.01 0.04 420
5000 25 50000 100000 0.5 0.5 2 2 300 0 1000 0.01 0 421
5000 25 50000 100000 0.5 0.5 2 2 300 0 1000 0.01 0.0033333333333333335 422
5000 25 50000 100000 0.5 0.5 2 2 300 0 1000 0.01 0.006666666666666667 423
5000 25 50000 100000 0.5 0.5 2 2 300 0 1000 0.01 0.03 424
5000 25 50000 100000 0.5 0.5 2 2 300 0 1000 0.01 0.04 425
5000 25 50000 100000 0.5 0.5 1 10 300 0 1000 0.01 0 426
5000 25 50000 100000 0.5 0.5 1 10 300 0 1000 0.01 0.0033333333333333335 427
5000 25 50000 100000 0.5 0.5 1 10 300 0 1000 0.01 0.006666666666666667 428
5000 25 50000 100000 0.5 0.5 1 10 300 0 1000 0.01 0.03 429
5000 25 50000 100000 0.5 0.5 1 10 300 0 1000 0.01 0.04 430
5000 25 50000 100000 0.5 0.5 10 1 300 0 1000 0.01 0 431
5000 25 50000 100000 0.5 0.5 10 1 300 0 1000 0.01 0.0033333333333333335 432
5000 25 50000 100000 0.5 0.5 10 1 300 0 1000 0.01 0.006666666666666667 433
5000 25 50000 100000 0.5 0.5 10 1 300 0 1000 0.01 0.03 434
5000 25 50000 100000 0.5 0.5 10 1 300 0 1000 0.01 0.04 435
5000 25 50000 100000 0.5 0.5 12 6 300 0 1000 0.01 0 436
5000 25 50000 100000 0.5 0.5 12 6 300 0 1000 0.01 0.0033333333333333335 437
5000 25 50000 100000 0.5 0.5 12 6 300 0 1000 0.01 0.006666666666666667 438
5000 25 50000 100000 0.5 0.5 12 6 300 0 1000 0.01 0.03 439
5000 25 50000 100000 0.5 0.5 12 6 300 0 1000 0.01 0.04 440
5000 25 50000 100000 0.5 0.5 24 12 300 0 1000 0.01 0 441
5000 25 50000 100000 0.5 0.5 24 12 300 0 1000 0.01 0.0033333333333333335 442
5000 25 50000 100000 0.5 0.5 24 12 300 0 1000 0.01 0.006666666666666667 443
5000 25 50000 100000 0.5 0.5 24 12 300 0 1000 0.01 0.03 444
5000 25 50000 100000 0.5 0.5 24 12 300 0 1000 0.01 0.04 445
5000 25 50000 100000 0.5 0.5 50 25 300 0 1000 0.01 0 446
5000 25 50000 100000 0.5 0.5 50 25 300 0 1000 0.01 0.0033333333333333335 447
5000 25 50000 100000 0.5 0.5 50 25 300 0 1000 0.01 0.006666666666666667 448
5000 25 50000 100000 0.5 0.5 50 25 300 0 1000 0.01 0.03 449
5000 25 50000 100000 0.5 0.5 50 25 300 0 1000 0.01 0.04 450
5000 25 50000 10000000 0.5 0.5 1 1 300 0 1000 0.01 0 451
5000 25 50000 10000000 0.5 0.5 1 1 300 0 1000 0.01 0.0033333333333333335 452
5000 25 50000 10000000 0.5 0.5 1 1 300 0 1000 0.01 0.006666666666666667 453
5000 25 50000 10000000 0.5 0.5 1 1 300 0 1000 0.01 0.03 454
5000 25 50000 10000000 0.5 0.5 1 1 300 0 1000 0.01 0.04 455
5000 25 50000 10000000 0.5 0.5 1 2 300 0 1000 0.01 0 456
5000 25 50000 10000000 0.5 0.5 1 2 300 0 1000 0.01 0.0033333333333333335 457
5000 25 50000 10000000 0.5 0.5 1 2 300 0 1000 0.01 0.006666666666666667 458
5000 25 50000 10000000 0.5 0.5 1 2 300 0 1000 0.01 0.03 459
5000 25 50000 10000000 0.5 0.5 1 2 300 0 1000 0.01 0.04 460
5000 25 50000 10000000 0.5 0.5 2 1 300 0 1000 0.01 0 461
5000 25 50000 10000000 0.5 0.5 2 1 300 0 1000 0.01 0.0033333333333333335 462
5000 25 50000 10000000 0.5 0.5 2 1 300 0 1000 0.01 0.006666666666666667 463
5000 25 50000 10000000 0.5 0.5 2 1 300 0 1000 0.01 0.03 464
5000 25 50000 10000000 0.5 0.5 2 1 300 0 1000 0.01 0.04 465
5000 25 50000 10000000 0.5 0.5 2 2 300 0 1000 0.01 0 466
5000 25 50000 10000000 0.5 0.5 2 2 300 0 1000 0.01 0.0033333333333333335 467
5000 25 50000 10000000 0.5 0.5 2 2 300 0 1000 0.01 0.006666666666666667 468
5000 25 50000 10000000 0.5 0.5 2 2 300 0 1000 0.01 0.03 469
5000 25 50000 10000000 0.5 0.5 2 2 300 0 1000 0.01 0.04 470
5000 25 50000 10000000 0.5 0.5 1 10 300 0 1000 0.01 0 471
5000 25 50000 10000000 0.5 0.5 1 10 300 0 1000 0.01 0.0033333333333333335 472
5000 25 50000 10000000 0.5 0.5 1 10 300 0 1000 0.01 0.006666666666666667 473
5000 25 50000 10000000 0.5 0.5 1 10 300 0 1000 0.01 0.03 474
5000 25 50000 10000000 0.5 0.5 1 10 300 0 1000 0.01 0.04 475
5000 25 50000 10000000 0.5 0.5 10 1 300 0 1000 0.01 0 476
5000 25 50000 10000000 0.5 0.5 10 1 300 0 1000 0.01 0.0033333333333333335 477
5000 25 50000 10000000 0.5 0.5 10 1 300 0 1000 0.01 0.006666666666666667 478
5000 25 50000 10000000 0.5 0.5 10 1 300 0 1000 0.01 0.03 479
5000 25 50000 10000000 0.5 0.5 10 1 300 0 1000 0.01 0.04 480
5000 25 50000 10000000 0.5 0.5 12 6 300 0 1000 0.01 0 481
5000 25 50000 10000000 0.5 0.5 12 6 300 0 1000 0.01 0.0033333333333333335 482
5000 25 50000 10000000 0.5 0.5 12 6 300 0 1000 0.01 0.006666666666666667 483
5000 25 50000 10000000 0.5 0.5 12 6 300 0 1000 0.01 0.03 484
5000 25 50000 10000000 0.5 0.5 12 6 300 0 1000 0.01 0.04 485
5000 25 50000 10000000 0.5 0.5 24 12 300 0 1000 0.01 0 486
5000 25 50000 10000000 0.5 0.5 24 12 300 0 1000 0.01 0.0033333333333333335 487
5000 25 50000 10000000 0.5 0.5 24 12 300 0 1000 0.01 0.006666666666666667 488
5000 25 50000 10000000 0.5 0.5 24 12 300 0 1000 0.01 0.03 489
5000 25 50000 10000000 0.5 0.5 24 12 300 0 1000 0.01 0.04 490
5000 25 50000 10000000 0.5 0.5 50 25 300 0 1000 0.01 0 491
5000 25 50000 10000000 0.5 0.5 50 25 300 0 1000 0.01 0.0033333333333333335 492
5000 25 50000 10000000 0.5 0.5 50 25 300 0 1000 0.01 0.006666666666666667 493
5000 25 50000 10000000 0.5 0.5 50 25 300 0 1000 0.01 0.03 494
5000 25 50000 10000000 0.5 0.5 50 25 300 0 1000 0.01 0.04 495
5000 25 50000 100000000 0.5 0.5 1 1 300 0 1000 0.01 0 496
5000 25 50000 100000000 0.5 0.5 1 1 300 0 1000 0.01 0.0033333333333333335 497
5000 25 50000 100000000 0.5 0.5 1 1 300 0 1000 0.01 0.006666666666666667 498
5000 25 50000 100000000 0.5 0.5 1 1 300 0 1000 0.01 0.03 499
5000 25 50000 100000000 0.5 0.5 1 1 300 0 1000 0.01 0.04 500
5000 25 50000 100000000 0.5 0.5 1 2 300 0 1000 0.01 0 501
5000 25 50000 100000000 0.5 0.5 1 2 300 0 1000 0.01 0.0033333333333333335 502
5000 25 50000 100000000 0.5 0.5 1 2 300 0 1000 0.01 0.006666666666666667 503
5000 25 50000 100000000 0.5 0.5 1 2 300 0 1000 0.01 0.03 504
5000 25 50000 100000000 0.5 0.5 1 2 300 0 1000 0.01 0.04 505
5000 25 50000 100000000 0.5 0.5 2 1 300 0 1000 0.01 0 506
5000 25 50000 100000000 0.5 0.5 2 1 300 0 1000 0.01 0.0033333333333333335 507
5000 25 50000 100000000 0.5 0.5 2 1 300 0 1000 0.01 0.006666666666666667 508
5000 25 50000 100000000 0.5 0.5 2 1 300 0 1000 0.01 0.03 509
5000 25 50000 100000000 0.5 0.5 2 1 300 0 1000 0.01 0.04 510
5000 25 50000 100000000 0.5 0.5 2 2 300 0 1000 0.01 0 511
5000 25 50000 100000000 0.5 0.5 2 2 300 0 1000 0.01 0.0033333333333333335 512
5000 25 50000 100000000 0.5 0.5 2 2 300 0 1000 0.01 0.006666666666666667 513
5000 25 50000 100000000 0.5 0.5 2 2 300 0 1000 0.01 0.03 514
5000 25 50000 100000000 0.5 0.5 2 2 300 0 1000 0.01 0.04 515
5000 25 50000 100000000 0.5 0.5 1 10 300 0 1000 0.01 0 516
5000 25 50000 100000000 0.5 0.5 1 10 300 0 1000 0.01 0.0033333333333333335 517
5000 25 50000 100000000 0.5 0.5 1 10 300 0 1000 0.01 0.006666666666666667 518
5000 25 50000 100000000 0.5 0.5 1 10 300 0 1000 0.01 0.03 519
5000 25 50000 100000000 0.5 0.5 1 10 300 0 1000 0.01 0.04 520
5000 25 50000 100000000 0.5 0.5 10 1 300 0 1000 0.01 0 521
5000 25 50000 100000000 0.5 0.5 10 1 300 0 1000 0.01 0.0033333333333333335 522
5000 25 50000 100000000 0.5 0.5 10 1 300 0 1000 0.01 0.006666666666666667 523
5000 25 50000 100000000 0.5 0.5 10 1 300 0 1000 0.01 0.03 524
5000 25 50000 100000000 0.5 0.5 10 1 300 0 1000 0.01 0.04 525
5000 25 50000 100000000 0.5 0.5 12 6 300 0 1000 0.01 0 526
5000 25 50000 100000000 0.5 0.5 12 6 300 0 1000 0.01 0.0033333333333333335 527
5000 25 50000 100000000 0.5 0.5 12 6 300 0 1000 0.01 0.006666666666666667 528
5000 25 50000 100000000 0.5 0.5 12 6 300 0 1000 0.01 0.03 529
5000 25 50000 100000000 0.5 0.5 12 6 300 0 1000 0.01 0.04 530
5000 25 50000 100000000 0.5 0.5 24 12 300 0 1000 0.01 0 531
5000 25 50000 100000000 0.5 0.5 24 12 300 0 1000 0.01 0.0033333333333333335 532
5000 25 50000 100000000 0.5 0.5 24 12 300 0 1000 0.01 0.006666666666666667 533
5000 25 50000 100000000 0.5 0.5 24 12 300 0 1000 0.01 0.03 534
5000 25 50000 100000000 0.5 0.5 24 12 300 0 1000 0.01 0.04 535
5000 25 50000 100000000 0.5 0.5 50 25 300 0 1000 0.01 0 536
5000 25 50000 100000000 0.5 0.5 50 25 300 0 1000 0.01 0.0033333333333333335 537
5000 25 50000 100000000 0.5 0.5 50 25 300 0 1000 0.01 0.006666666666666667 538
5000 25 50000 100000000 0.5 0.5 50 25 300 0 1000 0.01 0.03 539
5000 25 50000 100000000 0.5 0.5 50 25 300 0 1000 0.01 0.04 540
