popsize, maxsubsize, migration, mutation, rec1, rec2, numinds, numindssub, maxrepro, overdom, numgens, parthreduction, parthpenalty, plotnumber

500000 50000 5000000 10000 0.5 0.5 1 1 300 0 1000 0.01 0 001
500000 50000 5000000 10000 0.5 0.5 1 1 300 0 1000 0.01 0.0033333333333333335 002
500000 50000 5000000 10000 0.5 0.5 1 1 300 0 1000 0.01 0.006666666666666667 003
500000 50000 5000000 10000 0.5 0.5 1 1 300 0 1000 0.01 0.03 004
500000 50000 5000000 10000 0.5 0.5 1 1 300 0 1000 0.01 0.04 005
500000 50000 5000000 10000 0.5 0.5 1 2 300 0 1000 0.01 0 006
500000 50000 5000000 10000 0.5 0.5 1 2 300 0 1000 0.01 0.0033333333333333335 007
500000 50000 5000000 10000 0.5 0.5 1 2 300 0 1000 0.01 0.006666666666666667 008
500000 50000 5000000 10000 0.5 0.5 1 2 300 0 1000 0.01 0.03 009
500000 50000 5000000 10000 0.5 0.5 1 2 300 0 1000 0.01 0.04 010
500000 50000 5000000 10000 0.5 0.5 2 1 300 0 1000 0.01 0 011
500000 50000 5000000 10000 0.5 0.5 2 1 300 0 1000 0.01 0.0033333333333333335 012
500000 50000 5000000 10000 0.5 0.5 2 1 300 0 1000 0.01 0.006666666666666667 013
500000 50000 5000000 10000 0.5 0.5 2 1 300 0 1000 0.01 0.03 014
500000 50000 5000000 10000 0.5 0.5 2 1 300 0 1000 0.01 0.04 015
500000 50000 5000000 10000 0.5 0.5 2 2 300 0 1000 0.01 0 016
500000 50000 5000000 10000 0.5 0.5 2 2 300 0 1000 0.01 0.0033333333333333335 017
500000 50000 5000000 10000 0.5 0.5 2 2 300 0 1000 0.01 0.006666666666666667 018
500000 50000 5000000 10000 0.5 0.5 2 2 300 0 1000 0.01 0.03 019
500000 50000 5000000 10000 0.5 0.5 2 2 300 0 1000 0.01 0.04 020
500000 50000 5000000 10000 0.5 0.5 1 10 300 0 1000 0.01 0 021
500000 50000 5000000 10000 0.5 0.5 1 10 300 0 1000 0.01 0.0033333333333333335 022
500000 50000 5000000 10000 0.5 0.5 1 10 300 0 1000 0.01 0.006666666666666667 023
500000 50000 5000000 10000 0.5 0.5 1 10 300 0 1000 0.01 0.03 024
500000 50000 5000000 10000 0.5 0.5 1 10 300 0 1000 0.01 0.04 025
500000 50000 5000000 10000 0.5 0.5 10 1 300 0 1000 0.01 0 026
500000 50000 5000000 10000 0.5 0.5 10 1 300 0 1000 0.01 0.0033333333333333335 027
500000 50000 5000000 10000 0.5 0.5 10 1 300 0 1000 0.01 0.006666666666666667 028
500000 50000 5000000 10000 0.5 0.5 10 1 300 0 1000 0.01 0.03 029
500000 50000 5000000 10000 0.5 0.5 10 1 300 0 1000 0.01 0.04 030
500000 50000 5000000 10000 0.5 0.5 12 6 300 0 1000 0.01 0 031
500000 50000 5000000 10000 0.5 0.5 12 6 300 0 1000 0.01 0.0033333333333333335 032
500000 50000 5000000 10000 0.5 0.5 12 6 300 0 1000 0.01 0.006666666666666667 033
500000 50000 5000000 10000 0.5 0.5 12 6 300 0 1000 0.01 0.03 034
500000 50000 5000000 10000 0.5 0.5 12 6 300 0 1000 0.01 0.04 035
500000 50000 5000000 10000 0.5 0.5 24 12 300 0 1000 0.01 0 036
500000 50000 5000000 10000 0.5 0.5 24 12 300 0 1000 0.01 0.0033333333333333335 037
500000 50000 5000000 10000 0.5 0.5 24 12 300 0 1000 0.01 0.006666666666666667 038
500000 50000 5000000 10000 0.5 0.5 24 12 300 0 1000 0.01 0.03 039
500000 50000 5000000 10000 0.5 0.5 24 12 300 0 1000 0.01 0.04 040
500000 50000 5000000 10000 0.5 0.5 50 25 300 0 1000 0.01 0 041
500000 50000 5000000 10000 0.5 0.5 50 25 300 0 1000 0.01 0.0033333333333333335 042
500000 50000 5000000 10000 0.5 0.5 50 25 300 0 1000 0.01 0.006666666666666667 043
500000 50000 5000000 10000 0.5 0.5 50 25 300 0 1000 0.01 0.03 044
500000 50000 5000000 10000 0.5 0.5 50 25 300 0 1000 0.01 0.04 045
500000 50000 5000000 100000 0.5 0.5 1 1 300 0 1000 0.01 0 046
500000 50000 5000000 100000 0.5 0.5 1 1 300 0 1000 0.01 0.0033333333333333335 047
500000 50000 5000000 100000 0.5 0.5 1 1 300 0 1000 0.01 0.006666666666666667 048
500000 50000 5000000 100000 0.5 0.5 1 1 300 0 1000 0.01 0.03 049
500000 50000 5000000 100000 0.5 0.5 1 1 300 0 1000 0.01 0.04 050
500000 50000 5000000 100000 0.5 0.5 1 2 300 0 1000 0.01 0 051
500000 50000 5000000 100000 0.5 0.5 1 2 300 0 1000 0.01 0.0033333333333333335 052
500000 50000 5000000 100000 0.5 0.5 1 2 300 0 1000 0.01 0.006666666666666667 053
500000 50000 5000000 100000 0.5 0.5 1 2 300 0 1000 0.01 0.03 054
500000 50000 5000000 100000 0.5 0.5 1 2 300 0 1000 0.01 0.04 055
500000 50000 5000000 100000 0.5 0.5 2 1 300 0 1000 0.01 0 056
500000 50000 5000000 100000 0.5 0.5 2 1 300 0 1000 0.01 0.0033333333333333335 057
500000 50000 5000000 100000 0.5 0.5 2 1 300 0 1000 0.01 0.006666666666666667 058
500000 50000 5000000 100000 0.5 0.5 2 1 300 0 1000 0.01 0.03 059
500000 50000 5000000 100000 0.5 0.5 2 1 300 0 1000 0.01 0.04 060
500000 50000 5000000 100000 0.5 0.5 2 2 300 0 1000 0.01 0 061
500000 50000 5000000 100000 0.5 0.5 2 2 300 0 1000 0.01 0.0033333333333333335 062
500000 50000 5000000 100000 0.5 0.5 2 2 300 0 1000 0.01 0.006666666666666667 063
500000 50000 5000000 100000 0.5 0.5 2 2 300 0 1000 0.01 0.03 064
500000 50000 5000000 100000 0.5 0.5 2 2 300 0 1000 0.01 0.04 065
500000 50000 5000000 100000 0.5 0.5 1 10 300 0 1000 0.01 0 066
500000 50000 5000000 100000 0.5 0.5 1 10 300 0 1000 0.01 0.0033333333333333335 067
500000 50000 5000000 100000 0.5 0.5 1 10 300 0 1000 0.01 0.006666666666666667 068
500000 50000 5000000 100000 0.5 0.5 1 10 300 0 1000 0.01 0.03 069
500000 50000 5000000 100000 0.5 0.5 1 10 300 0 1000 0.01 0.04 070
500000 50000 5000000 100000 0.5 0.5 10 1 300 0 1000 0.01 0 071
500000 50000 5000000 100000 0.5 0.5 10 1 300 0 1000 0.01 0.0033333333333333335 072
500000 50000 5000000 100000 0.5 0.5 10 1 300 0 1000 0.01 0.006666666666666667 073
500000 50000 5000000 100000 0.5 0.5 10 1 300 0 1000 0.01 0.03 074
500000 50000 5000000 100000 0.5 0.5 10 1 300 0 1000 0.01 0.04 075
500000 50000 5000000 100000 0.5 0.5 12 6 300 0 1000 0.01 0 076
500000 50000 5000000 100000 0.5 0.5 12 6 300 0 1000 0.01 0.0033333333333333335 077
500000 50000 5000000 100000 0.5 0.5 12 6 300 0 1000 0.01 0.006666666666666667 078
500000 50000 5000000 100000 0.5 0.5 12 6 300 0 1000 0.01 0.03 079
500000 50000 5000000 100000 0.5 0.5 12 6 300 0 1000 0.01 0.04 080
500000 50000 5000000 100000 0.5 0.5 24 12 300 0 1000 0.01 0 081
500000 50000 5000000 100000 0.5 0.5 24 12 300 0 1000 0.01 0.0033333333333333335 082
500000 50000 5000000 100000 0.5 0.5 24 12 300 0 1000 0.01 0.006666666666666667 083
500000 50000 5000000 100000 0.5 0.5 24 12 300 0 1000 0.01 0.03 084
500000 50000 5000000 100000 0.5 0.5 24 12 300 0 1000 0.01 0.04 085
500000 50000 5000000 100000 0.5 0.5 50 25 300 0 1000 0.01 0 086
500000 50000 5000000 100000 0.5 0.5 50 25 300 0 1000 0.01 0.0033333333333333335 087
500000 50000 5000000 100000 0.5 0.5 50 25 300 0 1000 0.01 0.006666666666666667 088
500000 50000 5000000 100000 0.5 0.5 50 25 300 0 1000 0.01 0.03 089
500000 50000 5000000 100000 0.5 0.5 50 25 300 0 1000 0.01 0.04 090
500000 50000 5000000 10000000 0.5 0.5 1 1 300 0 1000 0.01 0 091
500000 50000 5000000 10000000 0.5 0.5 1 1 300 0 1000 0.01 0.0033333333333333335 092
500000 50000 5000000 10000000 0.5 0.5 1 1 300 0 1000 0.01 0.006666666666666667 093
500000 50000 5000000 10000000 0.5 0.5 1 1 300 0 1000 0.01 0.03 094
