popsize, maxsubsize, migration, mutation, rec1, rec2, numinds, numindssub, maxrepro, overdom, numgens, parthreduction, parthpenalty, plotnumber
5000 100 5000 100000 0.5 0.5 50 25 300 0 10000 0.01 0.0 237
5000 100 5000 100000 0.5 0.5 50 25 300 0 10000 0.01 0.05 238
5000 100 5000 100000 0.5 0.5 50 25 300 0 10000 0.01 0.15 239
5000 100 5000 100000 0.5 0.5 50 25 300 0 10000 0.01 0.25 240
5000 100 50000 10000 0.5 0.5 1 1 300 0 10000 0.01 0.0 241
5000 100 50000 10000 0.5 0.5 1 1 300 0 10000 0.01 0.05 242
5000 100 50000 10000 0.5 0.5 1 1 300 0 10000 0.01 0.15 243
5000 100 50000 10000 0.5 0.5 1 1 300 0 10000 0.01 0.25 244
5000 100 50000 10000 0.5 0.5 1 2 300 0 10000 0.01 0.0 245
5000 100 50000 10000 0.5 0.5 1 2 300 0 10000 0.01 0.05 246
5000 100 50000 10000 0.5 0.5 1 2 300 0 10000 0.01 0.15 247
5000 100 50000 10000 0.5 0.5 1 2 300 0 10000 0.01 0.25 248
5000 100 50000 10000 0.5 0.5 2 1 300 0 10000 0.01 0.0 249
5000 100 50000 10000 0.5 0.5 2 1 300 0 10000 0.01 0.05 250
5000 100 50000 10000 0.5 0.5 2 1 300 0 10000 0.01 0.15 251
5000 100 50000 10000 0.5 0.5 2 1 300 0 10000 0.01 0.25 252
5000 100 50000 10000 0.5 0.5 2 2 300 0 10000 0.01 0.0 253
5000 100 50000 10000 0.5 0.5 2 2 300 0 10000 0.01 0.05 254
5000 100 50000 10000 0.5 0.5 2 2 300 0 10000 0.01 0.15 255
5000 100 50000 10000 0.5 0.5 2 2 300 0 10000 0.01 0.25 256
5000 100 50000 10000 0.5 0.5 1 6 300 0 10000 0.01 0.0 257
5000 100 50000 10000 0.5 0.5 1 6 300 0 10000 0.01 0.05 258
5000 100 50000 10000 0.5 0.5 1 6 300 0 10000 0.01 0.15 259
5000 100 50000 10000 0.5 0.5 1 6 300 0 10000 0.01 0.25 260
5000 100 50000 10000 0.5 0.5 6 1 300 0 10000 0.01 0.0 261
5000 100 50000 10000 0.5 0.5 6 1 300 0 10000 0.01 0.05 262
5000 100 50000 10000 0.5 0.5 6 1 300 0 10000 0.01 0.15 263
5000 100 50000 10000 0.5 0.5 6 1 300 0 10000 0.01 0.25 264
5000 100 50000 10000 0.5 0.5 10 5 300 0 10000 0.01 0.0 265
5000 100 50000 10000 0.5 0.5 10 5 300 0 10000 0.01 0.05 266
5000 100 50000 10000 0.5 0.5 10 5 300 0 10000 0.01 0.15 267
5000 100 50000 10000 0.5 0.5 10 5 300 0 10000 0.01 0.25 268
5000 100 50000 10000 0.5 0.5 16 8 300 0 10000 0.01 0.0 269
5000 100 50000 10000 0.5 0.5 16 8 300 0 10000 0.01 0.05 270
5000 100 50000 10000 0.5 0.5 16 8 300 0 10000 0.01 0.15 271
5000 100 50000 10000 0.5 0.5 16 8 300 0 10000 0.01 0.25 272
5000 100 50000 10000 0.5 0.5 24 12 300 0 10000 0.01 0.0 273
5000 100 50000 10000 0.5 0.5 24 12 300 0 10000 0.01 0.05 274
5000 100 50000 10000 0.5 0.5 24 12 300 0 10000 0.01 0.15 275
5000 100 50000 10000 0.5 0.5 24 12 300 0 10000 0.01 0.25 276
5000 100 50000 10000 0.5 0.5 50 25 300 0 10000 0.01 0.0 277
5000 100 50000 10000 0.5 0.5 50 25 300 0 10000 0.01 0.05 278
5000 100 50000 10000 0.5 0.5 50 25 300 0 10000 0.01 0.15 279
5000 100 50000 10000 0.5 0.5 50 25 300 0 10000 0.01 0.25 280
5000 100 50000 100000 0.5 0.5 1 1 300 0 10000 0.01 0.0 281
5000 100 50000 100000 0.5 0.5 1 1 300 0 10000 0.01 0.05 282
5000 100 50000 100000 0.5 0.5 1 1 300 0 10000 0.01 0.15 283
5000 100 50000 100000 0.5 0.5 1 1 300 0 10000 0.01 0.25 284
5000 100 50000 100000 0.5 0.5 1 2 300 0 10000 0.01 0.0 285
5000 100 50000 100000 0.5 0.5 1 2 300 0 10000 0.01 0.05 286
5000 100 50000 100000 0.5 0.5 1 2 300 0 10000 0.01 0.15 287
5000 100 50000 100000 0.5 0.5 1 2 300 0 10000 0.01 0.25 288
5000 100 50000 100000 0.5 0.5 2 1 300 0 10000 0.01 0.0 289
5000 100 50000 100000 0.5 0.5 2 1 300 0 10000 0.01 0.05 290
5000 100 50000 100000 0.5 0.5 2 1 300 0 10000 0.01 0.15 291
5000 100 50000 100000 0.5 0.5 2 1 300 0 10000 0.01 0.25 292
5000 100 50000 100000 0.5 0.5 2 2 300 0 10000 0.01 0.0 293
5000 100 50000 100000 0.5 0.5 2 2 300 0 10000 0.01 0.05 294
5000 100 50000 100000 0.5 0.5 2 2 300 0 10000 0.01 0.15 295
5000 100 50000 100000 0.5 0.5 2 2 300 0 10000 0.01 0.25 296
5000 100 50000 100000 0.5 0.5 1 6 300 0 10000 0.01 0.0 297
5000 100 50000 100000 0.5 0.5 1 6 300 0 10000 0.01 0.05 298
5000 100 50000 100000 0.5 0.5 1 6 300 0 10000 0.01 0.15 299
5000 100 50000 100000 0.5 0.5 1 6 300 0 10000 0.01 0.25 300
5000 100 50000 100000 0.5 0.5 6 1 300 0 10000 0.01 0.0 301
5000 100 50000 100000 0.5 0.5 6 1 300 0 10000 0.01 0.05 302
5000 100 50000 100000 0.5 0.5 6 1 300 0 10000 0.01 0.15 303
5000 100 50000 100000 0.5 0.5 6 1 300 0 10000 0.01 0.25 304
5000 100 50000 100000 0.5 0.5 10 5 300 0 10000 0.01 0.0 305
5000 100 50000 100000 0.5 0.5 10 5 300 0 10000 0.01 0.05 306
5000 100 50000 100000 0.5 0.5 10 5 300 0 10000 0.01 0.15 307
5000 100 50000 100000 0.5 0.5 10 5 300 0 10000 0.01 0.25 308
5000 100 50000 100000 0.5 0.5 16 8 300 0 10000 0.01 0.0 309
5000 100 50000 100000 0.5 0.5 16 8 300 0 10000 0.01 0.05 310
5000 100 50000 100000 0.5 0.5 16 8 300 0 10000 0.01 0.15 311
5000 100 50000 100000 0.5 0.5 16 8 300 0 10000 0.01 0.25 312
5000 100 50000 100000 0.5 0.5 24 12 300 0 10000 0.01 0.0 313
5000 100 50000 100000 0.5 0.5 24 12 300 0 10000 0.01 0.05 314
5000 100 50000 100000 0.5 0.5 24 12 300 0 10000 0.01 0.15 315
5000 100 50000 100000 0.5 0.5 24 12 300 0 10000 0.01 0.25 316
