"parth_main_fixed_run","parth_sub_fixed_run","neutral_main_fixed_run","neutral_sub_fixed_run","no_max_sub_run","interact_run"
NA,3,NA,3,NA,3
NA,6,NA,11,NA,6
NA,16,NA,24,NA,37
NA,28,NA,35,NA,47
NA,37,NA,43,NA,49
NA,44,NA,82,NA,54
NA,49,NA,NA,NA,58
NA,51,NA,NA,NA,59
NA,54,NA,NA,NA,76
NA,58,NA,NA,NA,95
NA,59,NA,NA,NA,NA
NA,76,NA,NA,NA,NA
NA,95,NA,NA,NA,NA
